PositionX, PositionZ
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.4
0,-1.351993
0,-1.151063
0,-0.8009948
0.001045246,-0.3124504
0.01866497,0.1919935
0.09489306,0.7695279
0.228701,1.25245
0.4097234,1.720858
0.6544133,2.231224
0.9276348,2.655576
1.264817,3.025981
1.66246,3.332551
2.10767,3.564755
2.588932,3.716107
3.150599,3.782857
3.650231,3.752404
4.146352,3.658875
4.629763,3.528585
5.100406,3.357626
5.54533,3.123478
5.942735,2.816702
6.279386,2.44786
6.580608,1.956128
6.758092,1.485634
6.850318,0.9945856
6.856606,0.4939087
6.757615,-0.06618119
6.581326,-0.533524
6.322864,-0.9675459
5.995,-1.347123
5.60494,-1.664352
5.167738,-1.906988
4.695038,-2.070072
4.131481,-2.152606
3.613686,-2.128622
3.05885,-1.995509
2.598505,-1.787924
2.185561,-1.505595
1.783155,-1.10265
1.515945,-0.7187301
1.367636,-0.4347476
1.302168,-0.2830214
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.293316,-0.2610357
1.263578,-0.1869039
1.176226,0.03084697
1.003818,0.4582888
0.800147,0.9201639
0.5228711,1.417861
0.2127855,1.817962
-0.1595974,2.155672
-0.5870361,2.423277
-1.12708,2.63272
-1.618664,2.722788
-2.196784,2.71992
-2.704495,2.617656
-3.219327,2.409334
-3.640103,2.139817
-4.012518,1.795687
-4.356744,1.427254
-4.716905,1.079213
-5.113791,0.7690574
-5.553128,0.523716
-6.088435,0.3445704
-6.590214,0.2764797
-7.090654,0.2968449
-7.580019,0.4043395
-8.042495,0.5953583
-8.517283,0.9048623
-8.879031,1.251584
-9.179601,1.66364
-9.399074,2.115053
-9.548284,2.664059
-9.58784,3.168811
-9.53907,3.66676
-9.414375,4.158309
-9.216264,4.698459
-9.021869,5.165305
-8.826797,5.629454
-8.599771,6.159204
-8.37695,6.611892
-8.084505,7.100087
-7.792263,7.550071
-7.489836,8.01405
-7.214894,8.435863
-6.941591,8.855161
-6.629591,9.333828
-6.350388,9.762178
