PositionX, PositionZ
0.1999025,-2.200214
-6.41315,2.270019
-6.41315,2.270019
-6.41315,2.270019
-6.41315,2.270019
-6.41315,2.270019
-6.41315,2.270019
-6.41315,2.270019
-6.41315,2.270019
-6.41315,2.270019
-6.41315,2.270019
-6.41315,2.270019
-6.41315,2.270019
-6.41315,2.270019
-6.41315,2.270019
-6.41315,2.270019
-6.41315,2.270019
-6.377269,2.224425
-6.238938,2.067722
-5.973523,1.821624
-5.528858,1.469882
-5.120969,1.162582
-4.669829,0.8228958
-4.264174,0.517457
-3.857804,0.2114802
-3.399534,-0.1335748
-2.997634,-0.4361863
-2.539026,-0.7814953
-2.55599,-0.7687215
-2.577639,-0.7524209
-2.58923,-0.7436936
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
-2.606816,-0.7304525
