Position X, Position Y, Position Z, Total Distance
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763361, 2.200947, -7.078138
6.763078, 2.200947, -7.075074
6.762769, 2.200947, -7.072002
6.762334, 2.200947, -7.068017
6.762334, 2.200947, -7.068017
6.762334, 2.200947, -7.068017
