trialNumber,totalDistance,totalTimeTaken,chestQuadrant,timeQ1,timeQ2,timeQ3,timeQ4,proportionInChestQuadrant,fractalDimensionBox,straightnessIndex,tortuosityRadPerMeter,angularEntropyBits,crossings
1,23.39241,5.808739,3,2.208,3.106,0.495,0.000,0.0853,0.8542,0.8100,0.2341,2.8333,0
