trialNumber,totalDistance,totalTimeTaken,averageDistanceToChest,numberOfQuadrants,chestQuadrant,timeQ1,timeQ2,timeQ3,timeQ4,proportionInChestQuadrant,fractalDimensionBox,straightnessIndex,tortuosityRadPerMeter,angularEntropyBits,crossings
1,33.96836,7.991846,19.5724,4,4,0.000,3.012,2.503,2.476,0.3099,0.9492,0.8473,0.1826,2.5592,0
