trialNumber,time,PositionX,PositionZ
2,15.694,-1.751226,0.8799706
2,15.795,-1.667831,0.9978501
2,15.896,-1.519395,1.255048
2,15.997,-1.366727,1.512703
2,16.099,-1.283829,1.632693
2,16.201,-1.278427,1.639347
2,16.302,-1.278427,1.639347
2,16.402,-1.177004,1.689754
2,16.504,-0.920338,1.779668
2,16.604,-0.5130897,1.885662
2,16.705,-0.02139483,1.997375
3,0.000,0.09570253,2.023731
3,0.105,-14.59495,7.193523
3,0.205,-14.59495,7.193523
3,0.305,-14.59495,7.193523
3,0.406,-14.59495,7.193523
3,0.506,-14.59495,7.193523
3,0.606,-14.59495,7.193523
3,0.706,-14.59495,7.193523
3,0.807,-14.59495,7.193523
3,0.907,-14.59495,7.193523
3,1.007,-14.59495,7.193523
3,1.107,-14.59495,7.193523
3,1.208,-14.59495,7.193523
3,1.308,-14.59495,7.193523
3,1.414,-14.59495,7.193523
3,1.514,-14.59495,7.193523
3,1.614,-14.59495,7.193523
3,1.714,-14.59495,7.193523
3,1.815,-14.59495,7.193523
3,1.915,-14.59495,7.193523
3,2.015,-14.59495,7.193523
3,2.115,-14.59495,7.193523
3,2.215,-14.59495,7.193523
3,2.315,-14.59495,7.193523
3,2.416,-14.59495,7.193523
3,2.517,-14.59495,7.193523
3,2.622,-14.59495,7.193523
3,2.722,-14.59495,7.193523
3,2.822,-14.59495,7.193523
3,2.923,-14.59495,7.193523
3,3.024,-14.59495,7.193523
3,3.124,-14.59495,7.193523
3,3.224,-14.59495,7.193523
3,3.331,-14.59495,7.193523
3,3.431,-14.59495,7.193523
3,3.531,-14.59495,7.193523
3,3.632,-14.59495,7.193523
3,3.732,-14.59495,7.193523
3,3.832,-14.59495,7.193523
3,3.933,-14.59495,7.193523
3,4.033,-14.59495,7.193523
3,4.133,-14.59495,7.193523
3,4.233,-14.59495,7.193523
3,4.339,-14.59495,7.193523
3,4.440,-14.59495,7.193523
3,4.540,-14.59495,7.193523
3,4.640,-14.59495,7.193523
3,4.740,-14.59495,7.193523
3,4.841,-14.59495,7.193523
3,4.942,-14.59495,7.193523
3,5.047,-14.59495,7.193523
3,5.147,-14.59495,7.193523
3,5.247,-14.59495,7.193523
3,5.347,-14.59495,7.193523
3,5.448,-14.59495,7.193523
3,5.548,-14.59495,7.193523
3,5.648,-14.59495,7.193523
3,5.749,-14.59495,7.193523
3,5.850,-14.59495,7.193523
3,5.956,-14.59495,7.193523
3,6.056,-14.59495,7.193523
3,6.156,-14.59495,7.193523
3,6.257,-14.59495,7.193523
3,6.358,-14.59495,7.193523
3,6.458,-14.59495,7.193523
3,6.558,-14.59495,7.193523
3,6.659,-14.59495,7.193523
3,6.759,-14.59495,7.193523
3,6.859,-14.59495,7.193523
3,6.964,-14.59495,7.193523
3,7.065,-14.59495,7.193523
3,7.165,-14.59495,7.193523
3,7.265,-14.59495,7.193523
3,7.365,-14.59495,7.193523
3,7.465,-14.59495,7.193523
3,7.566,-14.59495,7.193523
3,7.667,-14.59495,7.193523
3,7.772,-14.59495,7.193523
3,7.872,-14.59495,7.193523
3,7.973,-14.59495,7.193523
3,8.073,-14.59495,7.193523
3,8.173,-14.59495,7.193523
3,8.274,-14.59495,7.193523
3,8.374,-14.59495,7.193523
3,8.474,-14.59495,7.193523
3,8.575,-14.59495,7.193523
3,8.681,-14.59495,7.193523
3,8.782,-14.59495,7.193523
3,8.882,-14.59495,7.193523
3,8.982,-14.59495,7.193523
3,9.083,-14.59495,7.193523
3,9.183,-14.59495,7.193523
3,9.289,-14.59495,7.193523
3,9.389,-14.59495,7.193523
3,9.490,-14.59495,7.193523
3,9.590,-14.59495,7.193523
3,9.690,-14.59495,7.193523
3,9.791,-14.59495,7.193523
3,9.892,-14.59495,7.193523
3,9.992,-14.59495,7.193523
3,10.097,-14.59495,7.193523
3,10.197,-14.59495,7.193523
3,10.298,-14.59495,7.193523
3,10.399,-14.59495,7.193523
3,10.499,-14.59495,7.193523
3,10.599,-14.59495,7.193523
3,10.699,-14.59495,7.193523
3,10.805,-14.59495,7.193523
3,10.906,-14.59495,7.193523
3,11.006,-14.59495,7.193523
3,11.106,-14.59495,7.193523
3,11.206,-14.59495,7.193523
3,11.306,-14.59495,7.193523
3,11.407,-14.59495,7.193523
3,11.507,-14.59495,7.193523
3,11.608,-14.59495,7.193523
3,11.708,-14.59495,7.193523
3,11.813,-14.59495,7.193523
3,11.914,-14.59495,7.193523
3,12.014,-14.59495,7.193523
3,12.114,-14.59495,7.193523
3,12.215,-14.59495,7.193523
3,12.315,-14.59495,7.193523
3,12.415,-14.59495,7.193523
3,12.515,-14.59495,7.193523
3,12.616,-14.59495,7.193523
3,12.716,-14.59495,7.193523
3,12.817,-14.59495,7.193523
3,12.922,-14.59495,7.193523
3,13.022,-14.59495,7.193523
3,13.123,-14.59495,7.193523
3,13.223,-14.59495,7.193523
3,13.323,-14.59495,7.193523
3,13.423,-14.59495,7.193523
3,13.524,-14.59495,7.193523
3,13.625,-14.59495,7.193523
3,13.730,-14.59495,7.193523
3,13.830,-14.59495,7.193523
3,13.931,-14.59495,7.193523
3,14.031,-14.59495,7.193523
3,14.131,-14.59495,7.193523
3,14.231,-14.59495,7.193523
3,14.332,-14.59495,7.193523
3,14.432,-14.59495,7.193523
3,14.533,-14.59495,7.193523
3,14.633,-14.59495,7.193523
3,14.738,-14.59495,7.193523
3,14.839,-14.59495,7.193523
3,14.939,-14.59495,7.193523
3,15.039,-14.59495,7.193523
3,15.140,-14.59495,7.193523
3,15.240,-14.59495,7.193523
3,15.341,-14.59495,7.193523
3,15.441,-14.59495,7.193523
3,15.542,-14.59495,7.193523
3,15.647,-14.59495,7.193523
3,15.747,-14.59495,7.193523
3,15.848,-14.59495,7.193523
3,15.950,-14.59495,7.193523
3,16.056,-14.59495,7.193523
3,16.156,-14.59495,7.193523
3,16.256,-14.59495,7.193523
3,16.357,-14.59495,7.193523
3,16.457,-14.59495,7.193523
3,16.557,-14.59495,7.193523
3,16.658,-14.59495,7.193523
3,16.758,-14.59495,7.193523
3,16.859,-14.59495,7.193523
3,16.964,-14.59495,7.193523
3,17.065,-14.59495,7.193523
3,17.165,-14.59495,7.193523
3,17.265,-14.59495,7.193523
3,17.365,-14.59495,7.193523
3,17.466,-14.59495,7.193523
3,17.566,-14.59495,7.193523
3,17.666,-14.59495,7.193523
3,17.766,-14.59495,7.193523
3,17.866,-14.59495,7.193523
3,17.972,-14.59495,7.193523
3,18.072,-14.59495,7.193523
3,18.173,-14.59495,7.193523
3,18.274,-14.59495,7.193523
3,18.375,-14.59495,7.193523
3,18.476,-14.59495,7.193523
3,18.578,-14.59495,7.193523
3,18.678,-14.59495,7.193523
3,18.779,-14.59495,7.193523
3,18.880,-14.59495,7.193523
3,18.981,-14.59495,7.193523
3,19.082,-14.59495,7.193523
3,19.183,-14.59495,7.193523
3,19.284,-14.59495,7.193523
3,19.385,-14.59495,7.193523
3,19.486,-14.59495,7.193523
3,19.586,-14.59495,7.193523
3,19.687,-14.59495,7.193523
3,19.788,-14.59495,7.193523
3,19.889,-14.58031,7.273267
3,19.990,-14.50249,7.510199
3,20.091,-14.31478,7.862803
3,20.191,-14.00997,8.256162
3,20.292,-13.63508,8.595894
3,20.393,-13.2066,8.864217
3,20.494,-12.73941,9.052507
3,20.594,-12.2498,9.155746
3,20.695,-11.74513,9.172146
3,20.797,-11.24447,9.1075
3,20.897,-10.7544,8.9878
3,20.998,-10.27425,8.840519
3,21.099,-9.794745,8.687362
3,21.200,-9.3139,8.533771
3,21.300,-8.834402,8.380611
3,21.401,-8.355239,8.227339
3,21.502,-7.879049,8.06367
3,21.602,-7.414512,7.873682
3,21.703,-6.9503,7.669466
3,21.804,-6.491146,7.466975
3,21.905,-6.029606,7.263431
3,22.005,-5.568333,7.060005
3,22.106,-5.108078,6.857028
3,22.206,-4.651238,6.652782
3,22.306,-4.202024,6.43042
3,22.407,-3.75933,6.195001
3,22.507,-3.320499,5.954725
3,22.607,-2.887848,5.701802
3,22.708,-2.453772,5.446167
3,22.808,-2.022522,5.191136
3,22.908,-1.59869,4.922316
3,23.009,-1.186505,4.63486
3,23.109,-0.7773979,4.34529
3,23.210,-0.3673726,4.055069
3,23.310,0.04150713,3.76566
3,23.410,0.4520354,3.475084
